"","SSD","MSD","df","sigma2","P.value","Variance coefficients"
"st.SiteName",1636.07323874712,1636.07323874712,1,"2.02089749100656","0.327672327672328","15.6724137931034"
"st.subpop",3137.62308123282,1568.81154061641,2,"64.4584737367966","0","15.7345374931582"
"Error",32956.9083967451,558.591667741443,59,"558.591667741443",NA,"31.3015873015873"
"Total",37730.6047167251,608.55814059234,62,"","",""
